Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Per_Year,Tenure_Ratio,Education_Income_Ratio,Distance_Per_Income,Years_Per_Promotion,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
31,0,218,7,3,416,2,100,4,2,4,6929,12241,4,11,3,2,1,10,3,2,8,7,7,7,629.9090909090909,0.7272727272727273,1732.25,0.00101010101010101,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
39,0,1132,1,3,417,3,48,4,3,4,9613,10942,0,17,3,1,3,19,5,2,18,10,3,7,480.65,0.9,2403.25,0.00010401497815685458,4.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,0,1105,24,4,419,2,47,3,2,2,5674,6927,7,15,3,3,1,11,3,3,9,8,0,8,472.8333333333333,0.75,1134.8,0.004229074889867841,9.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32,0,906,7,3,420,4,91,2,2,3,5484,16985,1,14,3,3,1,13,3,2,13,8,4,8,391.7142857142857,0.9285714285714286,1371.0,0.0012762078395624431,2.6,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38,0,849,25,2,421,1,81,2,3,2,12061,26707,3,17,3,3,1,19,2,3,10,8,0,1,603.05,0.5,4020.3333333333335,0.002072624772011275,10.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
58,0,390,1,4,422,4,32,1,2,3,5660,17056,2,13,3,4,1,12,2,3,5,3,1,2,435.38461538461536,0.38461538461538464,1132.0,0.0001766472354707649,2.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
31,0,691,5,4,423,3,86,3,1,4,4821,10077,0,12,3,3,1,6,4,3,5,2,0,3,688.7142857142857,0.7142857142857143,964.2,0.0010369141435089175,5.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
31,0,106,2,3,424,1,62,2,2,1,6410,17822,3,12,3,4,0,9,1,3,2,2,1,0,641.0,0.2,1602.5,0.00031196381219778506,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
45,0,1249,7,3,425,1,97,3,3,1,5210,20308,1,18,3,1,1,24,2,3,24,9,9,11,208.4,0.96,1302.5,0.0013433122241412398,2.4,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
31,0,192,2,4,426,3,32,3,1,4,2695,7747,0,18,3,2,1,3,2,1,2,2,2,2,673.75,0.5,539.0,0.000741839762611276,0.6666666666666666,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,0,553,5,4,428,4,74,3,3,2,11878,23364,6,11,3,2,2,12,2,3,10,6,8,8,913.6923076923077,0.7692307692307693,2375.6,0.00042091085108174087,1.1111111111111112,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39,0,117,10,1,429,3,99,3,4,1,17068,5355,1,14,3,4,0,21,3,3,21,9,11,10,775.8181818181819,0.9545454545454546,8534.0,0.0005858574023082781,1.75,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
43,0,185,10,4,430,3,33,3,1,4,2455,10675,0,19,3,1,0,9,5,3,8,7,1,7,245.5,0.8,491.0,0.004071661237785016,4.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
49,0,1091,1,2,431,3,90,2,4,3,13964,17810,7,12,3,4,0,25,2,3,7,1,0,7,537.0769230769231,0.2692307692307692,4654.666666666667,7.160759040458288e-05,7.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
52,1,723,8,4,433,3,85,2,2,2,4941,17747,2,15,3,1,0,11,3,2,8,2,7,7,411.75,0.6666666666666666,988.2,0.0016187778227438284,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
27,0,1220,5,3,434,3,85,3,1,2,2478,20938,1,12,3,2,0,4,2,2,4,3,1,2,495.6,0.8,619.5,0.002016942315449778,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
32,0,588,8,2,436,3,65,2,2,2,5228,24624,1,11,3,4,0,13,2,3,13,12,11,9,373.42857142857144,0.9285714285714286,1742.6666666666667,0.0015299292407726143,1.0833333333333333,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
27,0,1377,2,3,437,4,74,3,2,3,4478,5242,1,11,3,1,0,5,3,3,5,4,0,4,746.3333333333334,0.8333333333333334,1119.5,0.00044652824291136416,5.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
31,0,691,7,3,438,4,73,3,2,4,7547,7143,4,12,3,4,3,13,3,3,7,7,1,7,539.0714285714286,0.5,1886.75,0.0009273979862215156,3.5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32,0,1018,2,4,439,1,74,4,2,4,5055,10557,7,16,3,3,0,10,0,2,7,7,0,7,459.54545454545456,0.6363636363636364,1011.0,0.00039556962025316455,7.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28,1,1157,2,4,440,1,84,1,1,4,3464,24737,5,13,3,4,0,5,4,2,3,2,2,2,577.3333333333334,0.5,692.8,0.0005772005772005772,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
30,0,1275,28,2,441,4,64,3,2,4,5775,11934,1,13,3,4,2,11,2,3,10,8,1,9,481.25,0.8333333333333334,1925.0,0.004847645429362881,5.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31,0,798,7,2,442,3,48,2,3,3,8943,14034,1,24,4,1,1,10,2,3,10,9,8,9,813.0,0.9090909090909091,2981.0,0.0007826475849731664,1.1111111111111112,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39,0,672,7,2,444,3,54,2,5,4,19272,21141,1,15,3,1,1,21,2,3,21,9,13,3,876.0,0.9545454545454546,6424.0,0.00036320240751310125,1.5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
39,1,1162,3,2,445,4,41,3,2,3,5238,17778,4,18,3,1,0,12,3,2,1,0,0,0,402.9230769230769,0.07692307692307693,1746.0,0.0005726283641916397,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
33,0,508,10,3,446,2,46,2,2,4,4682,4317,3,14,3,3,0,9,6,2,7,7,0,1,468.2,0.7,1170.5,0.002135383301302584,7.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
47,0,1482,5,5,447,4,42,3,5,3,18300,16375,4,11,3,2,1,21,2,3,3,2,1,1,831.8181818181819,0.13636363636363635,3050.0,0.00027320911425605157,1.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
43,0,559,10,4,448,3,82,2,2,3,5257,6227,1,11,3,2,1,9,3,4,9,7,0,0,525.7,0.9,1051.4,0.001901863826550019,9.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,0,210,1,1,449,3,73,3,2,2,6349,22107,0,13,3,4,1,6,0,3,5,4,1,4,907.0,0.7142857142857143,3174.5,0.00015748031496062991,2.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
54,0,928,20,4,450,4,31,3,2,3,4869,16885,3,12,3,4,0,20,4,2,4,3,0,3,231.85714285714286,0.19047619047619047,973.8,0.004106776180698152,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43,0,1001,7,3,451,3,43,3,3,1,9985,9262,8,16,3,1,1,10,1,2,1,0,0,0,907.7272727272727,0.09090909090909091,2496.25,0.0007009813739234929,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,0,549,8,4,452,4,75,3,2,4,3697,9278,9,14,3,1,2,12,3,3,10,9,9,8,284.38461538461536,0.7692307692307693,739.4,0.002163331530557058,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
40,0,1124,1,2,453,2,57,1,2,4,7457,13273,2,22,4,3,3,6,2,2,4,3,0,2,1065.2857142857142,0.5714285714285714,2485.6666666666665,0.00013408420488066506,4.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
29,1,318,8,4,454,2,77,1,1,1,2119,4759,1,11,3,4,0,7,4,2,7,7,0,7,264.875,0.875,423.8,0.0037735849056603774,7.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
29,0,738,9,5,455,2,30,2,1,4,3983,7621,0,17,3,3,0,4,2,3,3,2,2,2,796.6,0.6,663.8333333333334,0.002259036144578313,1.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
30,0,570,5,3,456,4,30,2,2,3,6118,5431,1,13,3,3,3,10,2,3,10,9,1,2,556.1818181818181,0.9090909090909091,1529.5,0.0008171269815329302,5.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,0,1130,8,4,458,2,56,3,2,2,6214,3415,1,18,3,1,1,8,3,3,8,7,0,7,690.4444444444445,0.8888888888888888,1242.8,0.0012872083668543845,8.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37,0,1192,5,2,460,4,61,3,2,4,6347,23177,7,16,3,3,2,8,2,2,6,2,0,4,705.2222222222222,0.6666666666666666,2115.6666666666665,0.0007876496534341525,6.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
38,0,343,15,2,461,3,92,2,3,4,11510,15682,0,14,3,2,1,12,3,3,11,10,2,9,885.3846153846154,0.8461538461538461,3836.6666666666665,0.0013031013812874641,3.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31,0,1232,7,4,462,3,39,3,3,4,7143,25713,1,14,3,3,0,11,2,2,11,9,4,10,595.25,0.9166666666666666,1428.6,0.0009798432250839866,2.2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
29,0,144,10,1,463,4,39,2,2,2,8268,11866,1,14,3,1,2,7,2,3,7,7,1,7,1033.5,0.875,4134.0,0.0012093360744951022,3.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,0,1296,5,4,464,3,62,3,3,2,8095,18264,0,13,3,4,0,17,5,3,16,6,0,13,449.72222222222223,0.8888888888888888,1619.0,0.0006175889328063241,16.0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
23,0,1309,26,1,465,3,83,3,1,4,2904,16092,1,12,3,3,2,4,2,2,4,2,0,2,580.8,0.8,1452.0,0.008950086058519793,4.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
41,0,483,6,3,466,4,95,2,2,2,6032,10110,6,15,3,4,0,8,3,3,5,4,1,2,670.2222222222222,0.5555555555555556,1508.0,0.000994530084535057,2.5,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
47,0,1309,4,1,467,2,99,3,2,3,2976,25751,3,19,3,1,0,5,3,3,0,0,0,0,496.0,0.0,1488.0,0.0013436345314074571,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
42,0,810,23,5,468,1,44,3,4,4,15992,15901,2,14,3,2,0,16,2,3,1,0,0,0,940.7058823529412,0.058823529411764705,2665.3333333333335,0.0014381291815169137,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,0,746,2,3,469,4,61,3,2,3,4649,16928,1,14,3,1,1,4,3,2,4,3,0,2,929.8,0.8,1162.25,0.00043010752688172043,4.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
42,0,544,2,1,470,3,52,3,1,3,2696,24017,0,11,3,3,1,4,5,3,3,2,1,0,539.2,0.6,1348.0,0.0007415647015202076,1.5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
32,0,1062,2,3,471,3,75,3,1,2,2370,3956,1,13,3,3,1,8,4,3,8,0,0,7,263.3333333333333,0.8888888888888888,592.5,0.0008435259384226065,8.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48,0,530,29,1,473,1,91,3,3,3,12504,23978,3,21,4,2,1,15,3,1,0,0,0,0,781.5,0.0,6252.0,0.0023190723710515794,0.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37,0,1319,6,3,474,3,51,4,2,1,5974,17001,4,13,3,1,2,13,2,3,7,7,6,7,426.7142857142857,0.5,1493.5,0.0010041841004184101,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,0,641,25,2,475,4,85,3,2,3,4736,6069,7,12,3,2,1,4,2,4,2,2,2,2,947.2,0.4,1578.6666666666667,0.005277601857715854,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
26,0,933,1,3,476,3,57,3,2,3,5296,20156,1,17,3,2,1,8,3,3,8,7,7,7,588.4444444444445,0.8888888888888888,1324.0,0.00018878610534264677,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
42,0,1332,2,4,477,1,98,2,2,4,6781,17078,3,23,4,2,0,14,6,3,1,0,0,0,452.06666666666666,0.06666666666666667,1356.2,0.0002948982601002654,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
21,1,756,1,1,478,1,99,2,1,2,2174,9150,1,11,3,3,0,3,3,3,3,2,1,2,543.5,0.75,1087.0,0.0004597701149425287,1.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
36,0,845,1,5,479,4,45,3,2,4,6653,15276,4,15,3,2,0,7,6,3,1,0,0,0,831.625,0.125,1108.8333333333333,0.00015028554253080853,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,541,3,4,481,1,48,2,3,4,9699,7246,4,11,3,1,1,16,2,3,13,9,1,12,570.5294117647059,0.7647058823529411,1939.8,0.0003092783505154639,6.5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
57,0,593,1,4,482,4,88,3,2,3,6755,2967,2,11,3,3,0,15,2,3,3,2,1,2,422.1875,0.1875,1351.0,0.00014801657785671994,1.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,0,1171,10,4,483,4,46,4,1,3,2213,22495,3,13,3,3,1,10,3,3,7,7,1,7,201.1818181818182,0.6363636363636364,442.6,0.004516711833785004,3.5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
21,0,895,9,2,484,1,39,3,1,4,2610,2851,1,24,4,3,0,3,3,2,3,2,2,2,652.5,0.75,870.0,0.0034469551895825352,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
33,1,350,5,3,485,4,34,3,1,3,2851,9150,1,13,3,2,0,1,2,3,1,0,0,0,1425.5,0.5,712.75,0.0017531556802244039,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
37,0,921,10,3,486,3,98,3,1,1,3452,17663,6,20,4,2,1,17,3,3,5,4,0,3,191.77777777777777,0.2777777777777778,863.0,0.0028960324355632784,5.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
46,0,1144,7,4,487,3,30,3,2,3,5258,16044,2,14,3,3,0,7,2,4,1,0,0,0,657.25,0.125,1051.6,0.0013310515307092604,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41,1,143,4,3,488,1,56,3,2,2,9355,9558,1,18,3,3,0,8,5,3,8,7,7,7,1039.4444444444443,0.8888888888888888,2338.75,0.00042753313381787086,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
50,0,1046,10,3,491,4,100,2,3,4,10496,2755,6,15,3,4,0,20,2,3,4,3,1,3,499.8095238095238,0.19047619047619047,2624.0,0.0009526531389920929,2.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
40,1,575,22,2,492,3,68,2,2,3,6380,6110,2,12,3,1,2,8,6,3,6,4,1,0,708.8888888888889,0.6666666666666666,2126.6666666666665,0.0034477354646607113,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
31,0,408,9,4,493,3,42,2,1,2,2657,7551,0,16,3,4,0,3,5,3,2,2,2,2,664.25,0.5,531.4,0.003386004514672686,0.6666666666666666,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
21,1,156,12,3,494,3,90,4,1,2,2716,25422,1,15,3,4,0,1,0,3,1,0,0,0,1358.0,0.5,679.0,0.004416635995583364,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29,0,1283,23,3,495,4,54,3,1,4,2201,18168,9,16,3,4,0,6,4,3,3,2,1,2,314.42857142857144,0.42857142857142855,550.25,0.01044504995458674,1.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35,0,755,9,4,496,3,97,2,2,2,6540,19394,9,19,3,3,0,10,5,3,1,1,0,0,594.5454545454545,0.09090909090909091,1308.0,0.0013759364011619018,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27,0,1469,1,2,497,4,82,3,1,2,3816,17881,1,11,3,2,1,5,2,3,5,2,0,4,636.0,0.8333333333333334,1272.0,0.00026198585276395077,5.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
28,0,304,9,4,498,2,92,3,2,4,5253,20750,1,16,3,4,0,7,1,3,7,5,0,7,656.625,0.875,1050.6,0.0017129805862200228,7.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
49,0,1261,7,3,499,2,31,2,3,3,10965,12066,8,24,4,3,0,26,2,3,5,2,0,0,406.1111111111111,0.18518518518518517,2741.25,0.0006383366770016415,5.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
51,0,1178,14,2,500,3,87,3,2,4,4936,14862,4,11,3,3,1,18,2,2,7,7,0,7,259.7894736842105,0.3684210526315789,1645.3333333333333,0.0028357302005266355,7.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,0,329,2,3,501,4,96,3,1,3,2543,11868,4,13,3,2,1,6,3,3,2,2,2,2,363.2857142857143,0.2857142857142857,635.75,0.0007861635220125787,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,1,1362,19,3,502,1,67,4,2,4,5304,4652,8,13,3,2,0,9,3,2,5,2,0,4,530.4,0.5,1326.0,0.0035815268614514608,5.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
55,0,1311,2,3,505,3,97,3,4,4,16659,23258,2,13,3,3,0,30,2,3,5,4,1,2,537.3870967741935,0.16129032258064516,4164.75,0.00012004801920768308,2.5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
24,0,1371,10,4,507,4,77,3,2,3,4260,5915,1,12,3,4,1,5,2,4,5,2,0,3,710.0,0.8333333333333334,852.0,0.002346866932644919,5.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,0,202,2,1,508,3,72,3,1,2,2476,17434,1,18,3,1,1,1,3,3,1,0,0,0,1238.0,0.5,1238.0,0.0008074283407347598,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
26,1,575,3,1,510,3,73,3,1,1,3102,6582,0,22,4,3,0,7,2,3,6,4,0,4,387.75,0.75,1551.0,0.0009668063164679343,6.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
22,0,253,11,3,511,1,43,3,1,2,2244,24440,1,13,3,4,1,2,1,3,2,1,1,2,748.0,0.6666666666666666,561.0,0.004899777282850779,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,0,164,2,2,513,2,61,2,3,3,7596,3809,1,13,3,2,2,10,2,3,10,9,9,0,690.5454545454545,0.9090909090909091,2532.0,0.00026326181387389757,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30,1,464,4,3,514,3,40,3,1,4,2285,3427,9,23,4,3,0,3,4,3,1,0,0,0,571.25,0.25,571.25,0.0017497812773403325,1.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
37,0,1107,14,3,515,4,95,3,1,1,3034,26914,1,12,3,3,1,18,2,2,18,7,12,17,159.68421052631578,0.9473684210526315,758.5,0.004612850082372323,1.3846153846153846,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,0,759,2,2,516,4,46,3,2,2,5715,22553,7,12,3,3,2,8,5,3,5,4,1,3,635.0,0.5555555555555556,1905.0,0.0003498950314905528,2.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,0,201,1,4,517,2,95,3,1,1,2576,20490,3,16,3,2,1,8,5,3,5,2,1,2,286.22222222222223,0.5555555555555556,515.2,0.00038804811796662784,2.5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,0,1305,10,4,518,3,49,3,2,2,4197,21123,2,12,3,4,0,18,2,2,1,0,0,1,220.89473684210526,0.05263157894736842,839.4,0.0023820867079561697,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
43,0,982,12,3,520,1,59,2,4,2,14336,4345,1,11,3,3,1,25,3,3,25,10,3,9,551.3846153846154,0.9615384615384616,3584.0,0.0008369951872776732,6.25,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
40,0,555,2,3,521,2,78,2,2,3,3448,13436,6,22,4,2,1,20,3,3,1,0,0,0,164.1904761904762,0.047619047619047616,862.0,0.0005798782255726297,1.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54,0,821,5,2,522,1,86,3,5,1,19406,8509,4,11,3,3,1,24,4,2,4,2,1,2,776.24,0.16,6468.666666666667,0.00025763899623847065,2.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
34,0,1381,4,4,523,3,72,3,2,3,6538,12740,9,15,3,1,1,6,3,3,3,2,1,2,934.0,0.42857142857142855,1307.6,0.0006117143294081664,1.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31,0,480,7,2,524,2,31,3,2,1,4306,4156,1,12,3,2,1,13,5,1,13,10,3,12,307.57142857142856,0.9285714285714286,1435.3333333333333,0.00162526120269329,3.25,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43,0,313,21,3,525,4,61,3,1,4,2258,15238,7,20,4,1,1,8,1,3,3,2,1,2,250.88888888888889,0.3333333333333333,564.5,0.009296148738379814,1.5,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
43,0,1473,8,4,526,3,74,3,2,3,4522,2227,4,14,3,4,0,8,3,3,5,2,0,2,502.44444444444446,0.5555555555555556,904.4,0.0017687375635640063,5.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25,0,891,4,2,527,2,99,2,2,4,4487,12090,1,11,3,2,0,5,3,3,5,4,1,3,747.8333333333334,0.8333333333333334,1495.6666666666667,0.00089126559714795,2.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
37,0,1063,25,5,529,2,72,3,2,3,4449,23866,3,15,3,1,2,15,2,3,13,11,10,7,278.0625,0.8125,741.5,0.0056179775280898875,1.1818181818181819,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
31,0,329,1,2,530,4,98,2,1,1,2218,16193,1,12,3,3,1,4,3,3,4,2,3,2,443.6,0.8,739.3333333333334,0.0004506534474988734,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
39,0,1218,1,1,531,2,52,3,5,3,19197,8213,1,14,3,3,1,21,3,3,21,8,1,6,872.5909090909091,0.9545454545454546,9598.5,5.208875924575477e-05,10.5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
56,0,906,6,3,532,3,86,4,4,1,13212,18256,9,11,3,4,3,36,0,2,7,7,7,7,357.0810810810811,0.1891891891891892,3303.0,0.00045409823658518124,0.875,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,0,1082,12,3,533,2,83,3,2,3,6577,19558,0,11,3,2,0,6,6,3,5,4,4,4,939.5714285714286,0.7142857142857143,1644.25,0.0018242626938279112,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
41,0,645,1,3,534,2,49,4,3,1,8392,19566,1,16,3,3,1,10,2,3,10,7,0,7,762.9090909090909,0.9090909090909091,2098.0,0.00011914690813773382,10.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
28,0,1300,17,2,536,3,79,3,2,1,4558,13535,1,12,3,4,1,10,2,3,10,0,1,8,414.3636363636364,0.9090909090909091,1519.3333333333333,0.003728887914016232,5.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25,1,688,3,3,538,1,91,3,1,1,4031,9396,5,13,3,3,1,6,5,3,2,2,0,2,575.8571428571429,0.2857142857142857,1007.75,0.000744047619047619,2.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
52,0,319,3,3,543,4,39,2,3,3,7969,19609,2,14,3,3,0,28,4,3,5,4,0,4,274.7931034482759,0.1724137931034483,1992.25,0.0003764115432873275,5.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
45,0,192,10,2,544,1,69,3,1,4,2654,9655,3,21,4,4,2,8,3,2,2,2,0,2,294.8888888888889,0.2222222222222222,884.6666666666666,0.003766478342749529,2.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
